Ben,https://www.douban.com/people/polaris718/,2008/6/9,1,2018/12/21,18:22:22,10,没啥可说的，这是你应得的，满足你！,1,1
恠往逺方,https://www.douban.com/people/69460901/,2013/2/24,1,2018/12/18,17:17:15,11,好多地方与真实历史情况不相符,1,0
小萌鱼的旅行,https://www.douban.com/people/166360413/,2017/9/4,1,2018/12/18,22:08:09,14,看了5集，看不下去了。分打得这么这么高，不可思议。杨烁演得一如既往的差。王凯演得也不咋地。,1,0
真诚的影评人,https://www.douban.com/people/179782996/,2018/6/11,1,2018/12/25,22:00:09,4,无聊的剧情和老套的情节，不是感人的那种，看不下去。主角演技还有很大的提升空间。,1,1
Alon,https://www.douban.com/people/47579606/,2010/11/22,1,2018/12/22,4:12:07,12,一般般，分有点虚高。,1,0
徐内向,https://www.douban.com/people/goodbyekiller/,2009/5/2,1,2019/1/2,18:34:27,9,差评居然这么少？豆瓣果然不是以前的豆瓣了==,1,0
面向阳光,https://www.douban.com/people/178436759/,2018/5/9,1,2018/12/20,19:19:37,13,并没有感觉多好。,1,1
沙漠里有宝藏吗,https://www.douban.com/people/159660825/,2017/3/29,2,2018/12/27,11:00:29,5,讲真我不喜欢这个故事背景，剧情也好无聊，看了十分种看不下去了,2,0
潇潇,https://www.douban.com/people/169246333/,2017/11/6,1,2018/12/17,15:48:51,11,挺服正午的。国剧有希望了。,1,1
[已注销],https://www.douban.com/people/181510391/,unknow,1,2018/12/22,23:49:17,10,高考是1977年恢复的，根本不是1978年。恢复高考的首届大学生是1977年秋季高考，1978年初入学，称为77级。1978年高考，当年秋季入学的，是恢复高考后的第二届大学生，称为78级。电视剧什么1978年这文件那政策的，纯属瞎编，是扯淡！许多细节更是想当然，与生活不相干！后面看不下去，算是看了！一颗星。,1,0
那只小狐狸,https://www.douban.com/people/59828080/,2012/3/26,2,2018/12/24,11:40:46,3,好是好，看完不开心是真的不开心。,2,2
烟酒,https://www.douban.com/people/184333779/,2018/9/10,2,2018/12/28,12:07:01,1,说真的，剧情一般。农民的朴素没了，一堆勾心斗角。让人看了，总感觉这世上没一个好人。,2,0
陆珩,https://www.douban.com/people/187401014/,2018/11/16,1,2018/12/22,14:37:39,7,太正了，太假了,1,0
Miracle,https://www.douban.com/people/140930441/,2016/1/22,1,2018/12/29,18:54:45,2,二倍速的看都嫌磨叽期待杨烁的戏却等不到了弃,1,1
rrryyy,https://www.douban.com/people/royedo/,2007/9/14,2,2018/12/30,1:55:03,1,我真讨厌陪老太太看电视剧,2,1
猫爷,https://www.douban.com/people/139381361/,2015/12/23,1,2018/12/30,13:43:54,1,最大的败笔主角居然有毛病。编剧导演是啥x吗。主角不停的挤鼻子，这什么玩意。小孩子看了就会模仿，这是在危害青少年。懂不懂？,1,0
我是一只招财猫,https://www.douban.com/people/59743747/,2012/3/23,1,2018/12/17,17:39:42,6,非得编剧情学生和老师相恋被拆散吗？？？？,1,0
梅婆小公举,https://www.douban.com/people/jixiantiaozhan0/,2016/9/26,1,2018/12/28,21:05:42,7,波澜壮阔的时代大潮的背景下，没有讲好完整流畅的故事，过度追求所谓的细节还原，反倒局限一隅，捡芝麻丢西瓜,1,0
beat,https://www.douban.com/people/173172677/,2018/1/27,1,2018/12/29,22:19:12,2,素材很好，但导演和演员用力都过猛,1,2
西厢冷,https://www.douban.com/people/51393732/,2011/5/6,2,2018/12/24,13:41:31,7,流水账一样的剧，小雷家这条线还行，宋晓辉这条线味同嚼蜡，而且王凯的演技基本等于无，完全没想到这剧竟然8.9分，可能我看到了假的剧，或者假的豆瓣,2,0
蜜仁,https://www.douban.com/people/183037957/,2018/8/16,1,2018/12/17,20:35:32,14,三个人全是男性。不知道是有意还是无意，这类题材永远是用男性角度。女性在这个变革时代做的贡献好像习惯性被无视被忽略。剧里出现的女性只负责感情戏。想看一部女性自立自强的华语剧那么难吗？好好拍部非清宫抢男人的大女主行不行,1,0
中华威武,https://www.douban.com/people/185922832/,2018/10/15,1,2018/12/27,8:30:13,5,剧情还不错，王凯演技油腻,1,2
fxhshanxia,https://www.douban.com/people/157014605/,2017/1/30,2,2018/12/28,19:01:59,3,演技没吹的那么好演年轻时候的比较做作,2,2
A安子璇,https://www.douban.com/people/182315774/,2018/8/4,2,2018/12/28,12:17:02,2,电视剧布景虽然说提前准备了，但是有些东西还是没有还原出来，杨烁表现出彩，王凯中规中矩,2,2
茝蘅长歌,https://www.douban.com/people/134049330/,2015/9/3,1,2018/12/27,15:52:48,1,正午的剧质量还是有保证的，但是评分虚高，这个剧并没有太多让人分享的欲望。杨烁和童谣小姐姐很甜，至于王凯，按摩的阿姨评价，怎么说也是个大学生，演的太傻了。一语中的。,1,0
王子归来,https://www.douban.com/people/180339815/,2018/6/26,1,2018/12/31,23:37:49,4,比原著差远了,1,0
Eric,https://www.douban.com/people/EricBiao/,2008/10/4,2,2018/12/20,14:56:54,3,看不出来哪里好,2,0
wingli,https://www.douban.com/people/53424095/,2011/7/30,1,2018/12/29,19:52:26,6,冲着高分看了一集，看不下去了。迫不及待直接看了分集剧情，果然，就是一部充满传统意味的七八十年代的奋斗童话。人物演员真实性都没什么不好，都挺好的。就是剧情及表达的思想，实在令我无法忍受，弃之。中国什么时候，才能拍些充满时代社会意味，引人深思，有深度的剧，而不是一味地舔政府呢？,1,2
Lone2,https://www.douban.com/people/61703004/,2012/5/26,1,2018/12/22,14:20:27,3,王凯演的像个智障,1,1
waterlily,https://www.douban.com/people/138952581/,2015/12/13,1,2018/12/20,23:38:54,3,是很无趣的，不值这么高分！还是为和平饭店鸣不平,1,0
guaiguai,https://www.douban.com/people/159800192/,2017/4/2,1,2018/12/17,10:45:09,8,看到现在，说实话王凯演技完全被杨烁碾压，戏份太少，灵魂男主，沦为背景板,1,0
goldlya,https://www.douban.com/people/33572918/,2010/1/22,2,2018/12/16,22:19:09,5,吃饭时听了一会儿，感觉把上大学塑造的很功利,2,2
___呆呆,https://www.douban.com/people/2521454/,2008/5/25,1,2018/12/14,21:50:15,12,不知道哪儿好看…只看到了这个家庭对女孩子的压榨,1,2
AnkhsSan,https://www.douban.com/people/xurn/,2012/5/2,2,2018/12/29,23:29:55,2,大江大河，又臭又长？,2,0
大大大大黄,https://www.douban.com/people/165104205/,2017/8/9,2,2018/12/20,18:11:20,3,我是不怎么喜欢看了。,2,0
星期5,https://www.douban.com/people/127977515/,2015/5/21,2,2018/12/29,23:11:38,1,浪费时间,2,0
你若盛开，清风,https://www.douban.com/people/186965208/,2018/11/7,2,2018/12/16,19:12:14,6,看了几集，没必要把60年代的东西往70年代堆，比如上大学政审的事情。而且选角一般。,2,0
