1,镜头语言运用很到位,SCENE,NEUTRAL,hotViewAndCount
1,动作可爱,SCENE,NEUTRAL,hotViewAndCount
2,场面安排很大,SCENE,NEUTRAL,hotViewAndCount
1,养鸡场的场面好紧张,SCENE,NEUTRAL,hotViewAndCount
1,情绪的动作好真实,SCENE,NEUTRAL,hotViewAndCount
1,武打戏刺激吸引,SCENE,NEUTRAL,hotViewAndCount
53,场景真实,SCENE,NEUTRAL,hotViewAndCount
1,交战场面激烈,SCENE,NEUTRAL,hotViewAndCount
1,沙发好看,SCENE,NEUTRAL,hotViewAndCount
1,缉毒警察致敬,SCENE,NEUTRAL,hotViewAndCount
1,动作挺熟练,SCENE,NEUTRAL,hotViewAndCount
1,场景很亲切,SCENE,NEUTRAL,hotViewAndCount
1,开后备箱的动作帅呆,SCENE,NEUTRAL,hotViewAndCount
3,开头很吸引,SCENE,NEUTRAL,hotViewAndCount
7,场面真实,SCENE,NEUTRAL,hotViewAndCount
1,剧场好紧凑,SCENE,NEUTRAL,hotViewAndCount
1,肢体动作太多,SCENE,NEUTRAL,hotViewAndCount
2,打斗戏过瘾,SCENE,NEUTRAL,hotViewAndCount
3,鲸鱼很期待,SCENE,NEUTRAL,hotViewAndCount
1,鲸鱼好样的,SCENE,NEUTRAL,hotViewAndCount
1,中国飙车假,SCENE,NEUTRAL,hotViewAndCount
1,场景好委屈,SCENE,NEUTRAL,hotViewAndCount
2,李飞的场景快进,SCENE,NEUTRAL,hotViewAndCount
1,狙击手出色,SCENE,NEUTRAL,hotViewAndCount
1,场面很激烈,SCENE,NEUTRAL,hotViewAndCount
14,场面喜欢,SCENE,NEUTRAL,hotViewAndCount
3,动作丑,SCENE,NEUTRAL,hotViewAndCount
1,脚步声不真实,SCENE,NEUTRAL,hotViewAndCount
3,鲸鱼有感情戏,SCENE,NEUTRAL,hotViewAndCount
1,葡京娱乐场好看,SCENE,NEUTRAL,hotViewAndCount
1,动作手部动作,SCENE,NEUTRAL,hotViewAndCount
2,场面似曾相识,SCENE,NEUTRAL,hotViewAndCount
5,广州城中村败笔,SCENE,NEUTRAL,hotViewAndCount
3,动作干净利落,SCENE,NEUTRAL,hotViewAndCount
1,动作挺好,SCENE,NEUTRAL,hotViewAndCount
1,李飞打斗最爱看,SCENE,NEUTRAL,hotViewAndCount
